Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Bytes/s,Flow Packets/s,Fwd Packet Length Mean,Bwd Packet Length Mean,SYN Flag Count,ACK Flag Count,RST Flag Count,PSH Flag Count,URG Flag Count,Down/Up Ratio,Average Packet Size,Subflow Fwd Packets,Subflow Bwd Packets,Idle Mean,Active Mean,USB_Insert_Flag,External_Device_IO_Rate,SCADA_Command_Rate
553565.8119221951,260,99,19981.46383562026,13755.668438347868,13493.194408543095,221.07136819152436,454.7652071954328,432.5312972096488,14,27,8,8,3,2.283651132286563,804.7249544333688,320,119,15117.79422685846,39751.44713567428,1,24.79400922691483,10.621816686370401
485982.8482698852,178,272,20924.417586025065,15116.129062465525,11576.189610191415,148.6795558214123,557.0905738905423,503.889733773858,14,23,5,8,4,2.28077465160996,710.3716267205202,279,136,8851.3518273952,54809.412363169366,1,27.526415792449825,32.14543744094799
424378.9406959813,580,162,11193.156854235636,12600.432954523794,15857.840876248994,210.7031080251123,671.9523355093937,593.5123790240172,5,32,5,8,3,1.9564255513150157,492.7923256746292,184,212,8196.01422481268,53283.98520988497,1,25.61117650659434,17.978057391608182
541225.923406262,544,205,17670.416965438664,8461.954274224776,14476.572298380004,226.55073537909487,697.5009670116588,436.3912669462609,15,24,6,5,6,1.7123771497174225,666.4206485957671,306,107,12270.205681612573,63900.24267747441,1,18.46281675974706,27.769465240313927
525863.5024407849,482,395,11324.375171316698,17122.21744298854,5976.4204751806965,225.96892673519343,631.2966573401961,583.770001726286,6,26,8,7,5,2.0216924829855154,587.1256915390373,114,82,11368.353712299955,40978.57748691992,1,16.86421949235643,36.106554208151245
598513.2354067337,243,149,13393.81603404049,19081.18651193624,13705.681177563341,251.691170733273,741.7239528619074,335.82807175564716,6,18,10,12,3,1.7634935299482195,513.1467413574774,177,172,12923.420701156223,54788.50121713251,1,14.458297936312334,25.537080244055332
507991.25585198257,362,326,10926.233544815928,14440.589063361063,15515.330239396842,161.06359199683416,579.1543765870626,417.1856515821629,10,23,10,8,1,2.329732672002738,493.4761736012128,198,245,10494.873494981035,47900.26394192239,1,20.064909446246766,20.723323384155655
533510.7543203776,145,317,13326.698050207755,12102.14426657609,13966.816765739317,165.30627717197498,665.3576384844756,501.9940418011752,8,19,5,7,6,2.3700062941400204,604.6200499468296,248,238,13519.83094319886,56099.66175163381,1,19.097383782027098,30.354894892161603
544430.9327131959,601,214,10426.042412534884,12142.614225957348,15028.220685531498,176.39377586327157,505.7354908778209,714.8194437413813,9,35,3,5,4,2.1319553715368493,664.8527082436666,248,115,7381.3143595427655,65656.6820210306,1,18.827939207497685,35.4113793860533
568653.4135959584,165,236,11363.173570701387,14543.349498933225,12662.270828643917,140.37770018094477,412.17009825500253,522.3648462156006,14,24,2,10,1,1.6053222822238413,726.7254775417346,102,120,19812.94558482551,68727.55529222492,1,15.683676767840836,20.348366418644197
600630.6858589532,429,119,12333.994483858103,13479.000499078596,13217.286583080504,206.53608908060605,530.6780794887936,524.1753711898019,11,15,10,8,3,1.7998572235208625,649.1525506931812,282,147,3764.433519697299,65762.1446633988,1,20.443959497708963,12.8423048708883
438932.5213324017,378,247,16560.841365945766,14550.140461579076,13275.818346756754,212.00601087226678,548.111466734215,607.5565985062918,7,11,10,9,2,1.8742366150573675,638.1324311933977,124,246,12111.022697712942,39116.88465872412,1,17.472498788568522,34.09603596916509
579644.8248652578,421,259,15618.62471267201,14594.828580814456,13915.425902872625,207.46221184653118,805.5623972476105,417.6600697768349,15,32,6,7,2,1.6950102383729466,552.3545903348963,315,231,11522.764091050465,45324.74471202213,1,17.069876596364587,32.12510083731416
504651.63178203115,179,287,9745.954761965655,10911.633584417526,11778.501279569458,190.97533938341022,559.9588525304631,252.16758413724125,12,26,2,4,3,1.8456056129207452,598.8177281010763,188,243,11849.812844899521,63076.28163316591,1,19.655551764252934,29.30932211483435
574622.2285025802,313,348,25094.87615889147,10649.120076755717,16458.95681801781,225.23241545469168,463.30812083171145,657.3773986395659,7,21,6,6,1,1.995614695730354,410.5618297041593,214,165,8448.99346688476,58257.920393426124,1,18.6885192417534,16.20107559206052
645670.1596955176,537,396,13790.163148726338,12330.79895883884,17383.787165636342,208.00710746091045,651.6415651142574,561.3959558456266,4,17,8,9,2,2.0781218959925427,637.1775821087205,183,94,5246.90912635888,47847.42561279688,1,13.295279819027513,30.58605661300408
340787.8530105859,540,229,10847.578202512608,14649.328233823302,11913.142796235974,160.8994252950306,487.8392673324194,472.15167718300506,5,17,9,5,1,2.2911374317918374,622.4888314166885,179,199,13653.682143374303,40002.48829467979,1,15.849151177517616,33.20132992498741
623228.3466830798,333,381,17538.938954871013,8365.838651252765,10127.628979151797,67.00221887800767,573.636316485674,514.8754487128388,6,26,9,8,6,1.924536904153769,785.5642022391556,198,242,11516.537091084294,4118.548685227157,1,21.130438130944082,39.93837888785309
509937.5141113123,420,368,15483.986084362154,12491.151010732243,9633.293207207254,171.76660042784002,643.3421596553754,599.4315556155196,5,23,9,11,6,1.8466088326309966,570.6330970248814,157,145,14345.553057099782,31870.03256939752,1,18.809077839189374,25.311301662131175
447285.99093279947,524,191,12655.758683103208,13088.430585763339,14533.906283863489,186.56208932871937,471.4943692242913,499.01241546878214,15,24,2,5,1,1.5699987799096626,706.0399332082145,307,123,4580.121642196652,47334.36927855758,1,11.229817491812383,27.954300918560357
482810.96806264756,438,185,16867.1523801277,11691.016751159097,15045.943546265351,186.89418794431975,704.1586913163901,522.3153261707733,4,27,8,11,4,2.0279516037373124,522.8185944738342,235,179,20739.566595828997,47516.622247119994,1,21.795204753852502,14.083994858590813
432328.95268476126,340,267,13146.550848545205,17548.428768397538,14545.67854621438,177.83134165450903,667.0462564590018,683.0035991034023,15,35,10,5,2,1.8039740708153718,761.6736157447873,198,123,12116.71053988174,55932.92682390628,1,18.80224180973862,32.810126544070286
563137.2418623142,589,253,14465.078786983173,17019.298839405645,14786.439682081902,163.5272515910172,593.561585190912,404.2980322788913,13,14,5,8,4,1.8724251138641028,734.4431187045502,256,232,1.0,58219.62289120826,1,14.753061516613547,32.66522765908267
432041.1506262134,617,212,20629.684682562794,14488.234627618604,11808.553937004719,151.12792152120278,726.4097359854202,553.9629997659649,4,26,6,9,3,1.772467931412392,699.5135224524975,103,152,13406.13913202825,78108.30824008954,1,16.324313818964686,29.42308207746592
622367.6763661344,269,119,15932.407801382984,18688.247454234337,7827.579244015719,143.68138064862796,523.6863786714416,406.1285458124997,9,30,4,6,1,1.7803934566075372,581.6250610014994,241,240,10234.783905679125,41762.17656189544,1,19.660899048992093,34.125758671871104
578812.9055367949,163,352,17649.420087429782,15922.883372109685,12007.59595412552,202.3982879439382,635.445886300313,642.8734852546467,4,23,9,6,5,2.1319581150826346,550.5540815891923,130,188,7060.561770263472,27585.90100539959,1,10.165494509518199,22.30934195303333
539308.2100635123,519,263,13672.55419074803,13615.74872493126,18030.821383361526,228.53148626015232,586.4877541972262,534.9140201859669,7,20,5,8,5,1.9150935708078571,534.1923927050915,136,162,18413.71889494004,39853.19985538488,1,20.682086783430393,25.69116680833644
346927.5120699093,191,148,16036.205551243325,11721.512566426443,14141.433621762399,134.95065098798477,499.4047366755331,451.619670820495,7,24,10,4,1,2.3684139466576988,467.99994577045663,248,161,16962.630126037562,71120.81999767113,1,22.94695169922596,25.925513962906095
407582.9568569402,529,374,12802.151369886202,11974.725392967994,14588.707152376328,182.5483787326115,502.26077872761874,382.45131625188463,12,29,7,12,2,1.6180184262703081,626.440718936651,197,209,14140.489678682692,51154.646685692336,1,22.562278636389777,33.59525928389332
513187.1187613648,514,395,12647.210515440349,14379.59192549543,15933.279779880024,216.54897745665437,752.9517398561132,480.2335030675663,6,19,5,6,1,2.28121741436884,547.6794492131884,132,124,12869.666965725917,63148.50211414701,1,23.616985006531383,33.729906049459444
517817.56348753424,170,140,14056.687670005389,12047.443090638359,11047.760768416814,177.44456418658473,660.6348691563321,525.7783538258807,13,14,7,11,3,1.7930336120805568,617.0947688256317,107,164,14923.291963876138,44245.717611516775,1,15.880250965456499,28.906228459326385
599883.7257574197,403,263,13069.222239868512,8497.462982065072,14025.738535244449,213.64025665120857,644.5032021801051,608.466644732969,12,12,2,6,3,1.9156412734953274,593.6819679758694,236,235,4925.9850245309035,44982.98377227493,1,23.135888724439425,28.5918175242329
272433.7174536323,486,291,19133.1339601269,12019.8710355945,14834.171867579014,228.1338952658858,500.59949135207415,417.0430351080762,15,11,10,11,4,2.0695647963744754,456.88735627342163,214,249,13420.08387709681,30429.690880842893,1,20.089248122675418,30.30555456459911
455470.47915628355,178,168,17526.980033195414,16385.571191234692,10788.947835044764,200.77601755656985,627.2547658820592,439.90721865431584,10,34,6,5,4,2.2185677331729394,691.7407879654252,147,87,18440.44374748965,47031.024995758686,1,15.658792405706933,24.981001454841795
591152.1214040222,538,193,7476.947662618327,5220.381813755445,14418.807148564365,165.17290905453112,525.0368507881982,467.7517360430827,8,14,6,10,1,2.2296021280988674,585.5701268011651,141,210,17492.305472473578,51130.42317160808,1,20.867190553460908,35.170170446639396
491336.1219219292,192,217,21534.63990406122,17549.460152579377,17027.02323288693,237.60237053723324,721.3137096734874,444.109251062683,12,27,5,10,3,2.224168121105785,669.8422142978529,268,231,7457.166321259788,61410.421680253836,1,20.74565642789972,24.288395357541336
480277.96913582576,397,206,17743.96419196484,14979.576382658133,12278.033647163174,174.30156511347792,675.2260574676641,466.262974144906,12,14,7,10,5,1.8729650094496137,446.8079408726344,303,157,13390.689358374237,57732.656297879745,1,25.162042909154607,29.57729898811121
382959.9222453653,149,312,19506.115681685696,12473.304528473464,8577.382329139882,174.30271692932965,647.3360279334396,429.6603832335631,6,24,9,4,6,2.438808598429341,490.96942299677784,314,121,7110.592208600855,74845.13687987134,1,23.78869483902141,23.422341424125563
609974.5280164023,193,92,14901.691522819146,14091.728964871958,13883.26351320404,205.59551983861834,637.6882056152565,545.4568750763048,7,30,7,5,6,2.1034542892457724,531.8400923509585,283,169,13253.849645692815,49154.09362796594,1,16.237695643156794,32.68097636955469
478777.7161481878,492,304,10270.824159082917,16179.425684961447,11561.667402536603,172.9409295055912,551.6603085681493,468.95021071617765,11,13,3,11,2,1.1073363709773427,601.7196822884024,146,242,8889.47698992919,53910.158929870006,1,20.36268795477234,26.402414178915354
612964.2022572182,177,265,10865.82587860022,13303.536554461425,13907.039127487378,176.0475091844152,606.2818220021486,510.9186107138256,14,23,8,7,4,1.9478923741185683,563.6072975571287,265,112,8323.961560781294,50812.79720479691,1,20.319836905189685,39.399387063026154
644589.2602615019,571,340,21475.36849169245,16140.807893003992,11041.981719993379,170.05050897585582,706.4268206165214,535.8658594428417,10,21,7,11,1,1.8319529773862533,725.0784775330663,182,137,14218.939851254467,42658.81996817387,1,20.00521974449614,26.241266726298907
631956.1979239285,151,415,9804.520247928878,15837.553322080847,13570.721313762197,177.7735104224491,604.3325640027122,392.75052906780235,14,30,10,11,3,1.8509840282812864,688.8080642697889,116,249,9016.379939577975,55915.960531173674,1,17.780628143765874,32.62420390077291
517244.5253340768,441,232,10440.314081122562,13742.99745789976,16836.231429113002,192.87861675525912,480.13128485092415,560.4582389498962,10,25,4,10,2,2.1169598038141344,494.5983316333085,130,199,8685.51578461709,47691.48287112652,1,26.018730781863873,23.217033256689007
478844.9681246668,315,138,13985.097355037917,9756.791822847725,13322.159161327592,106.09219642870231,679.2199509905436,527.8035574478358,11,30,9,5,2,2.024695136262408,899.0892383880712,197,125,14187.857328677703,70958.26192179041,1,16.507542419647066,25.156566883520743
